,Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime
0,2024-05-05 20:03:23.810,10082,0,1,15,True,1,car,0 days 00:00:00.014000,0 days 00:55:43.042000
1,2024-05-05 20:03:24.170,10221,0,1,15,True,1,car,0 days 00:00:00.374000,0 days 00:55:43.402000
2,2024-05-05 20:03:24.530,7981,10,1,15,False,1,car,0 days 00:00:00.734000,0 days 00:55:43.762000
3,2024-05-05 20:03:24.810,6021,16,1,16,False,1,car,0 days 00:00:01.014000,0 days 00:55:44.042000
4,2024-05-05 20:03:25.169,4264,30,1,27,False,1,car,0 days 00:00:01.373000,0 days 00:55:44.401000
5,2024-05-05 20:03:25.449,5421,41,1,35,False,1,car,0 days 00:00:01.653000,0 days 00:55:44.681000
6,2024-05-05 20:03:25.769,6293,54,1,47,False,1,car,0 days 00:00:01.973000,0 days 00:55:45.001000
7,2024-05-05 20:03:26.009,7566,58,1,59,False,1,car,0 days 00:00:02.213000,0 days 00:55:45.241000
8,2024-05-05 20:03:26.249,9246,76,1,64,False,1,car,0 days 00:00:02.453000,0 days 00:55:45.481000
9,2024-05-05 20:03:26.689,10893,97,1,96,False,1,car,0 days 00:00:02.893000,0 days 00:55:45.921000
10,2024-05-05 20:03:26.849,10798,106,1,98,False,1,car,0 days 00:00:03.053000,0 days 00:55:46.081000
11,2024-05-05 20:03:27.049,11394,123,2,97,False,1,car,0 days 00:00:03.253000,0 days 00:55:46.281000
12,2024-05-05 20:03:27.369,10347,139,2,100,False,1,car,0 days 00:00:03.573000,0 days 00:55:46.601000
13,2024-05-05 20:03:27.689,11357,149,3,100,False,1,car,0 days 00:00:03.893000,0 days 00:55:46.921000
14,2024-05-05 20:03:27.889,11125,158,3,100,False,1,car,0 days 00:00:04.093000,0 days 00:55:47.121000
15,2024-05-05 20:03:28.089,10367,166,3,100,False,1,car,0 days 00:00:04.293000,0 days 00:55:47.321000
16,2024-05-05 20:03:28.489,11233,182,4,100,False,1,car,0 days 00:00:04.693000,0 days 00:55:47.721000
17,2024-05-05 20:03:28.689,11652,185,4,100,False,1,car,0 days 00:00:04.893000,0 days 00:55:47.921000
18,2024-05-05 20:03:29.089,10749,201,4,100,False,1,car,0 days 00:00:05.293000,0 days 00:55:48.321000
19,2024-05-05 20:03:29.329,10866,209,5,100,False,1,car,0 days 00:00:05.533000,0 days 00:55:48.561000
20,2024-05-05 20:03:29.570,11064,214,5,85,False,1,car,0 days 00:00:05.774000,0 days 00:55:48.802000
21,2024-05-05 20:03:29.770,10574,217,5,0,True,1,car,0 days 00:00:05.974000,0 days 00:55:49.002000
22,2024-05-05 20:03:30.130,9923,196,5,0,True,1,car,0 days 00:00:06.334000,0 days 00:55:49.362000
23,2024-05-05 20:03:30.530,9662,164,5,0,True,1,car,0 days 00:00:06.734000,0 days 00:55:49.762000
24,2024-05-05 20:03:30.730,10162,149,4,0,True,1,car,0 days 00:00:06.934000,0 days 00:55:49.962000
25,2024-05-05 20:03:30.930,9378,143,3,0,True,1,car,0 days 00:00:07.134000,0 days 00:55:50.162000
26,2024-05-05 20:03:31.090,8778,132,3,0,True,1,car,0 days 00:00:07.294000,0 days 00:55:50.322000
27,2024-05-05 20:03:31.450,7657,114,3,0,True,1,car,0 days 00:00:07.654000,0 days 00:55:50.682000
28,2024-05-05 20:03:31.690,7125,107,3,0,True,1,car,0 days 00:00:07.894000,0 days 00:55:50.922000
29,2024-05-05 20:03:32.009,6751,97,3,0,True,1,car,0 days 00:00:08.213000,0 days 00:55:51.241000
30,2024-05-05 20:03:32.409,6622,90,3,2,False,1,car,0 days 00:00:08.613000,0 days 00:55:51.641000
31,2024-05-05 20:03:32.569,6557,89,3,18,False,1,car,0 days 00:00:08.773000,0 days 00:55:51.801000
32,2024-05-05 20:03:32.889,6776,91,3,29,False,1,car,0 days 00:00:09.093000,0 days 00:55:52.121000
33,2024-05-05 20:03:33.169,7444,96,3,43,False,1,car,0 days 00:00:09.373000,0 days 00:55:52.401000
34,2024-05-05 20:03:33.369,7695,98,3,57,False,1,car,0 days 00:00:09.573000,0 days 00:55:52.601000
35,2024-05-05 20:03:33.769,8810,112,3,85,False,1,car,0 days 00:00:09.973000,0 days 00:55:53.001000
36,2024-05-05 20:03:33.969,9592,121,3,89,False,1,car,0 days 00:00:10.173000,0 days 00:55:53.201000
37,2024-05-05 20:03:34.129,9772,132,3,78,False,1,car,0 days 00:00:10.333000,0 days 00:55:53.361000
38,2024-05-05 20:03:34.409,10249,139,3,72,False,1,car,0 days 00:00:10.613000,0 days 00:55:53.641000
39,2024-05-05 20:03:34.689,10481,141,3,51,False,1,car,0 days 00:00:10.893000,0 days 00:55:53.921000
40,2024-05-05 20:03:34.929,9229,147,3,53,False,1,car,0 days 00:00:11.133000,0 days 00:55:54.161000
41,2024-05-05 20:03:35.089,9278,149,4,69,False,1,car,0 days 00:00:11.293000,0 days 00:55:54.321000
42,2024-05-05 20:03:35.449,9715,152,4,80,False,1,car,0 days 00:00:11.653000,0 days 00:55:54.681000
43,2024-05-05 20:03:35.649,10235,160,4,86,False,1,car,0 days 00:00:11.853000,0 days 00:55:54.881000
44,2024-05-05 20:03:36.050,11100,178,4,100,False,1,car,0 days 00:00:12.254000,0 days 00:55:55.282000
45,2024-05-05 20:03:36.330,10972,178,4,100,False,1,car,0 days 00:00:12.534000,0 days 00:55:55.562000
46,2024-05-05 20:03:36.530,10136,193,4,76,False,1,car,0 days 00:00:12.734000,0 days 00:55:55.762000
47,2024-05-05 20:03:36.850,10327,197,5,78,False,1,car,0 days 00:00:13.054000,0 days 00:55:56.082000
48,2024-05-05 20:03:37.290,10786,203,5,100,False,1,car,0 days 00:00:13.494000,0 days 00:55:56.522000
49,2024-05-05 20:03:37.650,11208,212,5,100,False,1,car,0 days 00:00:13.854000,0 days 00:55:56.882000
50,2024-05-05 20:03:37.850,11385,216,5,100,False,1,car,0 days 00:00:14.054000,0 days 00:55:57.082000
51,2024-05-05 20:03:38.010,11485,221,5,100,False,1,car,0 days 00:00:14.214000,0 days 00:55:57.242000
52,2024-05-05 20:03:38.170,11634,223,5,100,False,1,car,0 days 00:00:14.374000,0 days 00:55:57.402000
53,2024-05-05 20:03:38.490,10469,227,5,100,False,1,car,0 days 00:00:14.694000,0 days 00:55:57.722000
54,2024-05-05 20:03:38.729,10613,235,6,100,False,1,car,0 days 00:00:14.933000,0 days 00:55:57.961000
55,2024-05-05 20:03:38.969,10858,238,6,100,False,1,car,0 days 00:00:15.173000,0 days 00:55:58.201000
56,2024-05-05 20:03:39.129,11015,240,6,100,False,1,car,0 days 00:00:15.333000,0 days 00:55:58.361000
57,2024-05-05 20:03:39.489,11243,247,6,100,False,1,car,0 days 00:00:15.693000,0 days 00:55:58.721000
58,2024-05-05 20:03:39.649,11344,250,6,100,False,1,car,0 days 00:00:15.853000,0 days 00:55:58.881000
59,2024-05-05 20:03:39.849,11446,253,6,100,False,1,car,0 days 00:00:16.053000,0 days 00:55:59.081000
60,2024-05-05 20:03:40.089,11569,257,6,100,False,1,car,0 days 00:00:16.293000,0 days 00:55:59.321000
61,2024-05-05 20:03:40.289,11736,260,6,100,False,1,car,0 days 00:00:16.493000,0 days 00:55:59.521000
62,2024-05-05 20:03:40.569,10672,263,6,100,False,1,car,0 days 00:00:16.773000,0 days 00:55:59.801000
63,2024-05-05 20:03:40.809,10591,267,7,100,False,1,car,0 days 00:00:17.013000,0 days 00:56:00.041000
64,2024-05-05 20:03:41.129,10853,271,7,100,False,1,car,0 days 00:00:17.333000,0 days 00:56:00.361000
65,2024-05-05 20:03:41.329,10967,273,7,100,False,1,car,0 days 00:00:17.533000,0 days 00:56:00.561000
66,2024-05-05 20:03:41.529,10991,276,7,100,False,1,car,0 days 00:00:17.733000,0 days 00:56:00.761000
67,2024-05-05 20:03:41.809,11005,279,7,100,False,1,car,0 days 00:00:18.013000,0 days 00:56:01.041000
68,2024-05-05 20:03:42.209,11193,282,7,100,False,1,car,0 days 00:00:18.413000,0 days 00:56:01.441000
69,2024-05-05 20:03:42.409,11286,284,7,100,False,1,car,0 days 00:00:18.613000,0 days 00:56:01.641000
70,2024-05-05 20:03:42.770,11374,287,7,100,False,1,car,0 days 00:00:18.974000,0 days 00:56:02.002000
71,2024-05-05 20:03:42.930,11448,289,7,100,False,1,car,0 days 00:00:19.134000,0 days 00:56:02.162000
72,2024-05-05 20:03:43.290,11514,291,7,100,False,1,car,0 days 00:00:19.494000,0 days 00:56:02.522000
73,2024-05-05 20:03:43.450,11200,292,7,80,False,1,car,0 days 00:00:19.654000,0 days 00:56:02.682000
74,2024-05-05 20:03:43.690,11023,289,7,0,True,1,car,0 days 00:00:19.894000,0 days 00:56:02.922000
75,2024-05-05 20:03:43.890,10713,280,7,0,True,1,car,0 days 00:00:20.094000,0 days 00:56:03.122000
76,2024-05-05 20:03:44.290,10259,265,7,0,True,1,car,0 days 00:00:20.494000,0 days 00:56:03.522000
77,2024-05-05 20:03:44.450,10259,263,7,0,True,1,car,0 days 00:00:20.654000,0 days 00:56:03.682000
78,2024-05-05 20:03:44.650,10032,257,7,0,True,1,car,0 days 00:00:20.854000,0 days 00:56:03.882000
79,2024-05-05 20:03:44.930,10856,246,7,14,False,1,car,0 days 00:00:21.134000,0 days 00:56:04.162000
80,2024-05-05 20:03:45.130,10724,244,6,56,False,1,car,0 days 00:00:21.334000,0 days 00:56:04.362000
81,2024-05-05 20:03:45.329,10740,241,6,72,False,1,car,0 days 00:00:21.533000,0 days 00:56:04.561000
82,2024-05-05 20:03:45.689,10368,239,6,44,False,1,car,0 days 00:00:21.893000,0 days 00:56:04.921000
83,2024-05-05 20:03:46.129,10840,233,6,0,True,1,car,0 days 00:00:22.333000,0 days 00:56:05.361000
84,2024-05-05 20:03:46.409,10781,215,5,4,True,1,car,0 days 00:00:22.613000,0 days 00:56:05.641000
85,2024-05-05 20:03:46.689,10551,209,5,18,False,1,car,0 days 00:00:22.893000,0 days 00:56:05.921000
86,2024-05-05 20:03:47.009,10456,203,5,52,False,1,car,0 days 00:00:23.213000,0 days 00:56:06.241000
87,2024-05-05 20:03:47.249,10540,202,5,64,False,1,car,0 days 00:00:23.453000,0 days 00:56:06.481000
88,2024-05-05 20:03:47.489,10709,203,5,81,False,1,car,0 days 00:00:23.693000,0 days 00:56:06.721000
89,2024-05-05 20:03:47.729,10796,205,5,85,False,1,car,0 days 00:00:23.933000,0 days 00:56:06.961000
90,2024-05-05 20:03:48.129,11144,215,5,100,False,1,car,0 days 00:00:24.333000,0 days 00:56:07.361000
91,2024-05-05 20:03:48.329,11283,220,5,100,False,1,car,0 days 00:00:24.533000,0 days 00:56:07.561000
92,2024-05-05 20:03:48.609,11464,225,5,96,False,1,car,0 days 00:00:24.813000,0 days 00:56:07.841000
93,2024-05-05 20:03:48.769,11604,225,5,96,False,1,car,0 days 00:00:24.973000,0 days 00:56:08.001000
94,2024-05-05 20:03:49.009,11128,222,5,35,False,1,car,0 days 00:00:25.213000,0 days 00:56:08.241000
95,2024-05-05 20:03:49.450,11079,218,5,58,False,1,car,0 days 00:00:25.654000,0 days 00:56:08.682000
96,2024-05-05 20:03:49.770,11026,218,5,63,False,1,car,0 days 00:00:25.974000,0 days 00:56:09.002000
97,2024-05-05 20:03:50.010,10774,217,5,0,False,1,car,0 days 00:00:26.214000,0 days 00:56:09.242000
98,2024-05-05 20:03:50.210,10611,215,5,0,False,1,car,0 days 00:00:26.414000,0 days 00:56:09.442000
99,2024-05-05 20:03:50.370,10668,211,5,0,False,1,car,0 days 00:00:26.574000,0 days 00:56:09.602000
100,2024-05-05 20:03:50.690,10106,205,5,0,False,1,car,0 days 00:00:26.894000,0 days 00:56:09.922000
101,2024-05-05 20:03:50.890,10666,200,5,0,True,1,car,0 days 00:00:27.094000,0 days 00:56:10.122000
102,2024-05-05 20:03:51.130,11159,190,5,0,True,1,car,0 days 00:00:27.334000,0 days 00:56:10.362000
103,2024-05-05 20:03:51.450,10444,180,4,0,True,1,car,0 days 00:00:27.654000,0 days 00:56:10.682000
104,2024-05-05 20:03:51.690,9853,173,4,0,True,1,car,0 days 00:00:27.894000,0 days 00:56:10.922000
105,2024-05-05 20:03:51.850,9566,166,4,0,True,1,car,0 days 00:00:28.054000,0 days 00:56:11.082000
106,2024-05-05 20:03:52.129,9084,157,4,0,True,1,car,0 days 00:00:28.333000,0 days 00:56:11.361000
107,2024-05-05 20:03:52.289,8839,154,4,0,True,1,car,0 days 00:00:28.493000,0 days 00:56:11.521000
108,2024-05-05 20:03:52.769,8214,144,4,0,False,1,car,0 days 00:00:28.973000,0 days 00:56:12.001000
109,2024-05-05 20:03:53.089,8214,141,4,0,False,1,car,0 days 00:00:29.293000,0 days 00:56:12.321000
110,2024-05-05 20:03:53.289,7920,141,4,0,False,1,car,0 days 00:00:29.493000,0 days 00:56:12.521000
111,2024-05-05 20:03:53.449,7857,134,4,0,False,1,car,0 days 00:00:29.653000,0 days 00:56:12.681000
112,2024-05-05 20:03:53.849,7720,132,4,0,False,1,car,0 days 00:00:30.053000,0 days 00:56:13.081000
113,2024-05-05 20:03:54.169,8067,128,4,55,False,1,car,0 days 00:00:30.373000,0 days 00:56:13.401000
114,2024-05-05 20:03:54.329,8411,133,4,64,False,1,car,0 days 00:00:30.533000,0 days 00:56:13.561000
115,2024-05-05 20:03:54.489,8561,135,4,71,False,1,car,0 days 00:00:30.693000,0 days 00:56:13.721000
116,2024-05-05 20:03:54.769,9130,140,4,85,False,1,car,0 days 00:00:30.973000,0 days 00:56:14.001000
117,2024-05-05 20:03:55.089,9735,153,4,100,False,1,car,0 days 00:00:31.293000,0 days 00:56:14.321000
118,2024-05-05 20:03:55.369,10252,161,4,100,False,1,car,0 days 00:00:31.573000,0 days 00:56:14.601000
119,2024-05-05 20:03:55.569,10451,168,4,100,False,1,car,0 days 00:00:31.773000,0 days 00:56:14.801000
120,2024-05-05 20:03:55.770,10650,168,4,100,False,1,car,0 days 00:00:31.974000,0 days 00:56:15.002000
121,2024-05-05 20:03:55.930,10650,168,4,100,False,1,car,0 days 00:00:32.134000,0 days 00:56:15.162000
122,2024-05-05 20:03:56.290,10650,168,4,100,False,1,car,0 days 00:00:32.494000,0 days 00:56:15.522000
123,2024-05-05 20:03:56.490,10930,168,4,100,False,1,car,0 days 00:00:32.694000,0 days 00:56:15.722000
124,2024-05-05 20:03:56.770,11696,211,4,100,False,1,car,0 days 00:00:32.974000,0 days 00:56:16.002000
125,2024-05-05 20:03:56.970,11298,217,5,100,False,1,car,0 days 00:00:33.174000,0 days 00:56:16.202000
126,2024-05-05 20:03:57.210,11481,225,5,100,False,1,car,0 days 00:00:33.414000,0 days 00:56:16.442000
127,2024-05-05 20:03:57.490,11872,229,5,100,False,1,car,0 days 00:00:33.694000,0 days 00:56:16.722000
128,2024-05-05 20:03:57.690,11312,234,5,100,False,1,car,0 days 00:00:33.894000,0 days 00:56:16.922000
129,2024-05-05 20:03:57.930,10845,239,6,100,False,1,car,0 days 00:00:34.134000,0 days 00:56:17.162000
130,2024-05-05 20:03:58.130,10845,243,6,100,False,1,car,0 days 00:00:34.334000,0 days 00:56:17.362000
131,2024-05-05 20:03:58.490,11236,248,6,100,False,1,car,0 days 00:00:34.694000,0 days 00:56:17.722000
132,2024-05-05 20:03:58.729,11390,253,6,100,False,1,car,0 days 00:00:34.933000,0 days 00:56:17.961000
133,2024-05-05 20:03:58.929,11530,256,6,100,False,1,car,0 days 00:00:35.133000,0 days 00:56:18.161000
134,2024-05-05 20:03:59.209,11700,261,6,100,False,1,car,0 days 00:00:35.413000,0 days 00:56:18.441000
135,2024-05-05 20:03:59.409,10300,263,6,100,False,1,car,0 days 00:00:35.613000,0 days 00:56:18.641000
136,2024-05-05 20:03:59.729,10591,267,7,100,False,1,car,0 days 00:00:35.933000,0 days 00:56:18.961000
137,2024-05-05 20:04:00.129,10868,271,7,100,False,1,car,0 days 00:00:36.333000,0 days 00:56:19.361000
138,2024-05-05 20:04:00.289,10906,273,7,100,False,1,car,0 days 00:00:36.493000,0 days 00:56:19.521000
139,2024-05-05 20:04:00.449,10988,275,7,100,False,1,car,0 days 00:00:36.653000,0 days 00:56:19.681000
140,2024-05-05 20:04:00.729,11077,277,7,100,False,1,car,0 days 00:00:36.933000,0 days 00:56:19.961000
141,2024-05-05 20:04:00.889,11085,277,7,100,False,1,car,0 days 00:00:37.093000,0 days 00:56:20.121000
142,2024-05-05 20:04:01.129,11214,281,7,100,False,1,car,0 days 00:00:37.333000,0 days 00:56:20.361000
143,2024-05-05 20:04:01.289,11185,282,7,100,False,1,car,0 days 00:00:37.493000,0 days 00:56:20.521000
144,2024-05-05 20:04:01.609,11277,285,7,100,False,1,car,0 days 00:00:37.813000,0 days 00:56:20.841000
145,2024-05-05 20:04:01.889,11319,286,7,100,False,1,car,0 days 00:00:38.093000,0 days 00:56:21.121000
146,2024-05-05 20:04:02.049,11315,287,7,100,False,1,car,0 days 00:00:38.253000,0 days 00:56:21.281000
147,2024-05-05 20:04:02.330,11448,288,7,100,False,1,car,0 days 00:00:38.534000,0 days 00:56:21.562000
148,2024-05-05 20:04:02.530,11432,289,7,100,False,1,car,0 days 00:00:38.734000,0 days 00:56:21.762000
149,2024-05-05 20:04:02.890,11477,290,7,100,False,1,car,0 days 00:00:39.094000,0 days 00:56:22.122000
150,2024-05-05 20:04:03.170,11554,291,7,100,False,1,car,0 days 00:00:39.374000,0 days 00:56:22.402000
151,2024-05-05 20:04:03.410,11573,292,7,100,False,1,car,0 days 00:00:39.614000,0 days 00:56:22.642000
152,2024-05-05 20:04:03.610,10465,293,7,100,False,1,car,0 days 00:00:39.814000,0 days 00:56:22.842000
153,2024-05-05 20:04:03.810,10627,294,7,100,False,1,car,0 days 00:00:40.014000,0 days 00:56:23.042000
154,2024-05-05 20:04:04.010,10547,295,8,100,False,1,car,0 days 00:00:40.214000,0 days 00:56:23.242000
155,2024-05-05 20:04:04.370,10516,296,8,100,False,1,car,0 days 00:00:40.574000,0 days 00:56:23.602000
156,2024-05-05 20:04:04.730,10642,297,8,100,False,1,car,0 days 00:00:40.934000,0 days 00:56:23.962000
157,2024-05-05 20:04:04.930,10704,298,8,100,False,1,car,0 days 00:00:41.134000,0 days 00:56:24.162000
158,2024-05-05 20:04:05.210,10685,299,8,100,False,1,car,0 days 00:00:41.414000,0 days 00:56:24.442000
159,2024-05-05 20:04:05.529,10677,299,8,100,False,1,car,0 days 00:00:41.733000,0 days 00:56:24.761000
160,2024-05-05 20:04:05.889,10672,300,8,100,False,1,car,0 days 00:00:42.093000,0 days 00:56:25.121000
161,2024-05-05 20:04:06.209,10677,300,8,100,False,1,car,0 days 00:00:42.413000,0 days 00:56:25.441000
162,2024-05-05 20:04:06.409,10723,301,8,100,False,1,car,0 days 00:00:42.613000,0 days 00:56:25.641000
163,2024-05-05 20:04:06.609,10740,301,8,100,False,1,car,0 days 00:00:42.813000,0 days 00:56:25.841000
164,2024-05-05 20:04:06.769,10700,301,8,100,False,1,car,0 days 00:00:42.973000,0 days 00:56:26.001000
165,2024-05-05 20:04:07.049,10719,301,8,100,False,1,car,0 days 00:00:43.253000,0 days 00:56:26.281000
166,2024-05-05 20:04:07.289,10769,301,8,100,False,1,car,0 days 00:00:43.493000,0 days 00:56:26.521000
167,2024-05-05 20:04:07.649,10705,301,8,100,False,1,car,0 days 00:00:43.853000,0 days 00:56:26.881000
168,2024-05-05 20:04:07.889,10762,301,8,100,False,1,car,0 days 00:00:44.093000,0 days 00:56:27.121000
169,2024-05-05 20:04:08.209,10740,302,8,100,False,1,car,0 days 00:00:44.413000,0 days 00:56:27.441000
170,2024-05-05 20:04:08.449,10783,303,8,100,False,1,car,0 days 00:00:44.653000,0 days 00:56:27.681000
171,2024-05-05 20:04:08.649,10808,303,8,100,False,1,car,0 days 00:00:44.853000,0 days 00:56:27.881000
172,2024-05-05 20:04:08.890,10765,304,8,100,False,1,car,0 days 00:00:45.094000,0 days 00:56:28.122000
173,2024-05-05 20:04:09.050,10868,304,8,100,False,1,car,0 days 00:00:45.254000,0 days 00:56:28.282000
174,2024-05-05 20:04:09.410,10900,305,8,100,False,1,car,0 days 00:00:45.614000,0 days 00:56:28.642000
175,2024-05-05 20:04:09.650,10926,306,8,100,False,1,car,0 days 00:00:45.854000,0 days 00:56:28.882000
176,2024-05-05 20:04:09.930,10876,305,8,100,False,1,car,0 days 00:00:46.134000,0 days 00:56:29.162000
177,2024-05-05 20:04:10.130,10888,305,8,100,False,1,car,0 days 00:00:46.334000,0 days 00:56:29.362000
178,2024-05-05 20:04:10.410,10883,305,8,100,False,1,car,0 days 00:00:46.614000,0 days 00:56:29.642000
179,2024-05-05 20:04:10.650,10815,306,8,100,False,1,car,0 days 00:00:46.854000,0 days 00:56:29.882000
180,2024-05-05 20:04:11.010,10890,305,8,100,False,1,car,0 days 00:00:47.214000,0 days 00:56:30.242000
181,2024-05-05 20:04:11.290,10570,305,8,51,False,1,car,0 days 00:00:47.494000,0 days 00:56:30.522000
182,2024-05-05 20:04:11.650,10184,298,8,0,False,1,car,0 days 00:00:47.854000,0 days 00:56:30.882000
183,2024-05-05 20:04:11.930,10190,289,8,0,True,1,car,0 days 00:00:48.134000,0 days 00:56:31.162000
184,2024-05-05 20:04:12.249,8906,264,8,0,True,1,car,0 days 00:00:48.453000,0 days 00:56:31.481000
185,2024-05-05 20:04:12.569,9496,234,8,0,True,1,car,0 days 00:00:48.773000,0 days 00:56:31.801000
186,2024-05-05 20:04:12.729,9412,223,7,0,True,1,car,0 days 00:00:48.933000,0 days 00:56:31.961000
187,2024-05-05 20:04:12.969,10066,194,7,0,True,1,car,0 days 00:00:49.173000,0 days 00:56:32.201000
188,2024-05-05 20:04:13.129,10212,177,7,0,True,1,car,0 days 00:00:49.333000,0 days 00:56:32.361000
189,2024-05-05 20:04:13.369,9694,160,5,0,True,1,car,0 days 00:00:49.573000,0 days 00:56:32.601000
190,2024-05-05 20:04:13.689,9238,139,3,0,True,1,car,0 days 00:00:49.893000,0 days 00:56:32.921000
191,2024-05-05 20:04:13.929,8582,122,3,0,True,1,car,0 days 00:00:50.133000,0 days 00:56:33.161000
192,2024-05-05 20:04:14.169,7571,118,3,0,True,1,car,0 days 00:00:50.373000,0 days 00:56:33.401000
193,2024-05-05 20:04:14.489,7090,105,3,0,True,1,car,0 days 00:00:50.693000,0 days 00:56:33.721000
194,2024-05-05 20:04:14.929,6540,95,3,0,False,1,car,0 days 00:00:51.133000,0 days 00:56:34.161000
195,2024-05-05 20:04:15.289,6729,90,3,12,False,1,car,0 days 00:00:51.493000,0 days 00:56:34.521000
196,2024-05-05 20:04:15.530,6972,90,3,28,False,1,car,0 days 00:00:51.734000,0 days 00:56:34.762000
197,2024-05-05 20:04:15.970,7579,96,3,40,False,1,car,0 days 00:00:52.174000,0 days 00:56:35.202000
198,2024-05-05 20:04:16.130,7579,98,3,40,False,1,car,0 days 00:00:52.334000,0 days 00:56:35.362000
199,2024-05-05 20:04:16.330,7939,103,3,55,False,1,car,0 days 00:00:52.534000,0 days 00:56:35.562000
200,2024-05-05 20:04:16.530,8424,110,3,69,False,1,car,0 days 00:00:52.734000,0 days 00:56:35.762000
201,2024-05-05 20:04:16.930,9028,125,3,29,False,1,car,0 days 00:00:53.134000,0 days 00:56:36.162000
202,2024-05-05 20:04:17.210,8307,123,3,0,True,1,car,0 days 00:00:53.414000,0 days 00:56:36.442000
203,2024-05-05 20:04:17.530,7952,116,3,0,True,1,car,0 days 00:00:53.734000,0 days 00:56:36.762000
204,2024-05-05 20:04:17.770,7739,112,3,0,True,1,car,0 days 00:00:53.974000,0 days 00:56:37.002000
205,2024-05-05 20:04:17.970,7669,110,3,0,False,1,car,0 days 00:00:54.174000,0 days 00:56:37.202000
206,2024-05-05 20:04:18.330,7216,103,3,0,False,1,car,0 days 00:00:54.534000,0 days 00:56:37.562000
207,2024-05-05 20:04:18.690,6981,100,3,0,False,1,car,0 days 00:00:54.894000,0 days 00:56:37.922000
208,2024-05-05 20:04:19.009,7168,97,3,18,False,1,car,0 days 00:00:55.213000,0 days 00:56:38.241000
209,2024-05-05 20:04:19.369,7330,99,3,26,False,1,car,0 days 00:00:55.573000,0 days 00:56:38.601000
210,2024-05-05 20:04:19.609,7554,101,3,32,False,1,car,0 days 00:00:55.813000,0 days 00:56:38.841000
211,2024-05-05 20:04:19.969,7925,103,3,47,False,1,car,0 days 00:00:56.173000,0 days 00:56:39.201000
212,2024-05-05 20:04:20.289,8529,110,3,60,False,1,car,0 days 00:00:56.493000,0 days 00:56:39.521000
213,2024-05-05 20:04:20.609,8797,119,3,65,False,1,car,0 days 00:00:56.813000,0 days 00:56:39.841000
214,2024-05-05 20:04:20.889,9923,129,3,89,False,1,car,0 days 00:00:57.093000,0 days 00:56:40.121000
215,2024-05-05 20:04:21.169,10698,143,3,100,False,1,car,0 days 00:00:57.373000,0 days 00:56:40.401000
216,2024-05-05 20:04:21.449,11286,157,3,100,False,1,car,0 days 00:00:57.653000,0 days 00:56:40.681000
217,2024-05-05 20:04:21.889,10553,167,4,61,False,1,car,0 days 00:00:58.093000,0 days 00:56:41.121000
218,2024-05-05 20:04:22.130,10234,173,4,0,False,1,car,0 days 00:00:58.334000,0 days 00:56:41.362000
219,2024-05-05 20:04:22.370,9814,170,4,0,True,1,car,0 days 00:00:58.574000,0 days 00:56:41.602000
220,2024-05-05 20:04:22.650,8890,158,4,0,True,1,car,0 days 00:00:58.854000,0 days 00:56:41.882000
221,2024-05-05 20:04:22.890,9101,147,4,0,True,1,car,0 days 00:00:59.094000,0 days 00:56:42.122000
222,2024-05-05 20:04:23.250,8931,126,3,0,True,1,car,0 days 00:00:59.454000,0 days 00:56:42.482000
223,2024-05-05 20:04:23.530,7579,117,3,0,True,1,car,0 days 00:00:59.734000,0 days 00:56:42.762000
224,2024-05-05 20:04:24.010,6630,96,3,0,True,1,car,0 days 00:01:00.214000,0 days 00:56:43.242000
225,2024-05-05 20:04:24.290,6472,94,3,0,False,1,car,0 days 00:01:00.494000,0 days 00:56:43.522000
226,2024-05-05 20:04:24.450,6395,87,3,0,False,1,car,0 days 00:01:00.654000,0 days 00:56:43.682000
227,2024-05-05 20:04:24.890,6536,87,3,37,False,1,car,0 days 00:01:01.094000,0 days 00:56:44.122000
228,2024-05-05 20:04:25.130,6733,94,3,8,False,1,car,0 days 00:01:01.334000,0 days 00:56:44.362000
229,2024-05-05 20:04:25.410,6332,93,3,1,False,1,car,0 days 00:01:01.614000,0 days 00:56:44.642000
230,2024-05-05 20:04:25.689,6731,91,3,24,False,1,car,0 days 00:01:01.893000,0 days 00:56:44.921000
231,2024-05-05 20:04:25.889,7502,92,3,41,False,1,car,0 days 00:01:02.093000,0 days 00:56:45.121000
232,2024-05-05 20:04:26.169,7775,99,3,41,False,1,car,0 days 00:01:02.373000,0 days 00:56:45.401000
233,2024-05-05 20:04:26.329,7769,102,3,44,False,1,car,0 days 00:01:02.533000,0 days 00:56:45.561000
234,2024-05-05 20:04:26.529,8095,104,3,61,False,1,car,0 days 00:01:02.733000,0 days 00:56:45.761000
235,2024-05-05 20:04:26.849,8295,109,3,68,False,1,car,0 days 00:01:03.053000,0 days 00:56:46.081000
236,2024-05-05 20:04:27.089,7357,114,3,0,True,1,car,0 days 00:01:03.293000,0 days 00:56:46.321000
237,2024-05-05 20:04:27.289,6947,105,3,0,True,1,car,0 days 00:01:03.493000,0 days 00:56:46.521000
238,2024-05-05 20:04:27.609,6178,93,3,0,True,1,car,0 days 00:01:03.813000,0 days 00:56:46.841000
239,2024-05-05 20:04:27.929,5686,84,3,0,True,1,car,0 days 00:01:04.133000,0 days 00:56:47.161000
